GAS_PREV_REG_GAL 351322.998
GAS_PREV_REG_DOL 1356211.75
GAS_PREV_PREM_GAL 20554.829
GAS_PREV_PREM_DOL 84547.48
GAS_PREV_PLUS_GAL 16532.939
GAS_PREV_PLUS_DOL 66440.12
GAS_PREV_REG_TOTAL 5730
GAS_PREV_PREM_TOTAL 606
GAS_PRICE_REG_CASH 3.899
GAS_PRICE_REG_CREDIT 3.979
GAS_PRICE_PREM_CASH 4.199
GAS_PRICE_PREM_CREDIT 4.279
GAS_PRICE_PLUS_CASH 4.099
GAS_PRICE_PLUS_CREDIT 4.179 
